j,t,M 0-3,M 4-8,M 9-13,M 14-18,M 19-30,M 31-50,M 51+,F 0-3,F 4-8,F 9-13,F 14-18,F 19-30,F 31-50,F 51+
7040101103056,2013,0,0,1,1,0,1,0,1,1,0,1,0,1,0
7040101103074,2013,0,0,0,0,3,0,1,0,0,0,1,0,0,1
7040101103092,2013,1,2,2,2,0,1,0,0,1,1,1,0,1,0
7040101103110,2013,0,0,0,0,1,0,0,1,0,0,0,1,1,0
7040101103128,2013,0,1,0,1,0,1,0,0,0,1,1,0,1,0
7040101103146,2013,1,1,0,0,0,0,1,0,0,1,0,3,0,1
7040101103160,2013,0,0,0,0,0,1,0,0,1,0,0,1,0,0
7040101103161,2013,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7040101103166,2013,0,0,0,0,0,1,0,0,2,0,0,1,0,0
7040400903005,2013,0,0,0,1,0,1,0,0,2,1,2,0,1,0
7040400903017,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7040400903023,2013,0,1,1,0,0,1,0,0,0,1,1,0,1,0
7040400903035,2013,0,1,1,0,0,1,0,0,0,1,1,1,1,0
7040400903041,2013,0,2,0,1,0,1,0,0,0,1,0,0,1,0
7040400903059,2013,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7040400903077,2013,0,0,0,0,0,1,0,1,1,0,0,1,0,0
7040400903095,2013,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7040400903113,2013,0,0,0,0,1,0,0,2,0,0,0,1,0,0
7040400903131,2013,0,1,0,0,0,1,0,1,0,0,0,1,0,0
7040400903149,2013,0,0,1,0,1,1,0,0,0,1,0,0,1,0
7040400903167,2013,0,1,0,2,0,1,0,1,1,1,1,0,1,0
7040601903003,2013,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7040601903015,2013,1,0,0,0,0,2,0,0,0,0,0,1,0,0
7040601903021,2013,0,1,0,0,0,1,0,0,1,0,0,1,0,0
7040601903039,2013,0,1,1,0,0,1,0,0,0,1,0,1,1,0
7040601903057,2013,0,0,1,0,1,1,0,0,0,1,1,0,1,0
7040601903075,2013,0,0,2,0,1,0,1,1,1,0,0,1,0,0
7040601903093,2013,1,1,1,1,0,1,0,1,0,0,1,0,1,0
7040601903111,2013,0,0,1,0,0,0,0,0,0,0,1,1,1,0
7040601903129,2013,0,1,0,0,0,0,1,0,0,0,0,1,0,1
7040601903147,2013,0,1,0,0,0,1,0,1,0,0,0,1,0,0
7040601903155,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7040601903166,2013,0,0,2,1,0,1,0,0,1,0,0,1,0,0
7040901103004,2013,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7040901103018,2013,0,0,0,1,1,0,1,0,0,0,0,0,0,1
7040901103025,2013,0,0,0,0,0,1,0,0,0,1,0,0,0,1
7040901103039,2013,0,0,1,1,1,1,0,1,1,0,1,0,1,0
7040901103046,2013,0,1,0,0,0,0,2,0,1,0,0,0,1,0
7040901103067,2013,1,2,0,0,0,1,0,0,0,0,0,1,0,0
7040901103088,2013,0,0,1,1,0,0,0,0,0,0,0,0,0,1
7040901103109,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7040901103130,2013,0,1,0,0,0,1,0,0,1,1,0,1,0,0
7040901103151,2013,1,1,0,0,1,0,0,1,0,0,0,1,0,0
7040901103172,2013,0,2,1,0,1,0,0,0,0,0,0,1,0,0
7040901103193,2013,0,1,0,1,1,1,0,0,0,3,0,0,1,0
7041000105009,2013,0,0,0,0,1,1,0,0,0,1,0,0,0,1
7041000105024,2013,0,0,0,0,1,1,0,1,1,0,1,1,0,0
7041000105039,2013,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7041000105054,2013,0,0,0,0,0,1,0,1,0,1,0,1,0,0
7041000105069,2013,2,1,0,0,1,0,0,0,0,0,0,1,0,0
7041000105084,2013,0,0,0,1,0,2,0,1,0,0,0,1,1,1
7041000105099,2013,1,0,0,3,5,1,0,0,0,0,0,1,0,0
7041000105114,2013,1,1,0,0,1,0,0,0,0,1,1,1,0,0
7041000105129,2013,0,0,0,0,1,0,0,1,0,0,1,0,0,0
7041000105144,2013,0,0,0,0,3,0,1,0,1,1,0,0,0,1
7041000105174,2013,0,1,0,0,0,1,0,0,1,0,0,2,0,0
7041200908005,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7041200908015,2013,0,1,0,0,1,0,0,1,1,0,1,1,0,0
7041200908020,2013,0,1,0,0,1,1,0,1,1,2,1,1,1,0
7041200908030,2013,0,2,1,0,2,1,0,0,0,1,1,0,1,1
7041200908035,2013,1,1,2,0,0,0,1,1,1,0,0,0,1,0
7041200908050,2013,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7041200908065,2013,2,1,0,0,0,1,0,0,0,2,0,0,1,0
7041200908080,2013,0,0,0,0,1,1,0,0,0,0,0,2,1,1
7041200908095,2013,0,0,0,1,0,1,0,1,0,2,0,0,1,0
7041200908110,2013,0,0,1,0,0,0,1,1,2,1,0,0,1,0
7041200908125,2013,0,1,0,0,1,0,0,2,0,0,0,1,0,0
7041200908140,2013,1,1,2,0,0,1,0,1,0,0,1,0,1,0
7041700202003,2013,0,1,0,1,0,1,0,1,1,0,0,0,1,0
7041700202017,2013,0,2,0,0,0,1,0,1,0,1,0,1,0,0
7041700202024,2013,0,1,2,2,0,0,1,1,1,0,0,0,1,1
7041700202038,2013,1,2,1,1,0,1,0,0,1,1,1,0,1,0
7041700202045,2013,0,1,0,0,1,0,0,1,0,0,0,1,0,0
7041700202066,2013,0,1,1,1,1,0,1,0,0,1,1,1,1,0
7041700202087,2013,0,0,1,1,3,0,1,0,0,1,1,0,1,0
7041700202108,2013,0,0,0,0,0,0,0,2,2,0,0,1,0,0
7041700202129,2013,0,0,0,0,0,0,1,0,0,0,2,3,1,0
7041700202150,2013,0,0,1,0,0,1,0,1,0,1,1,1,0,1
7041700202171,2013,1,0,1,1,0,1,0,0,1,0,1,0,1,0
7041700202192,2013,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7050100907003,2013,0,2,0,0,1,0,0,2,0,0,0,1,0,0
7050100907017,2013,0,0,0,0,0,1,0,1,1,0,0,1,0,0
7050100907024,2013,1,0,1,1,0,1,0,0,1,2,0,0,1,0
7050100907038,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7050100907066,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7050100907087,2013,0,0,0,0,0,1,0,2,1,1,0,0,1,0
7050100907108,2013,0,2,0,0,1,0,0,1,0,0,0,1,0,0
7050100907129,2013,1,0,2,0,0,1,0,0,1,0,0,1,0,0
7050100907150,2013,0,0,1,1,0,1,0,1,2,0,0,0,1,0
7050100907171,2013,0,1,1,0,0,1,0,1,1,0,0,0,1,0
7050100907192,2013,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7050201705001,2013,0,0,0,0,0,0,0,1,2,0,0,1,0,0
7050201705019,2013,0,0,0,0,0,1,0,1,2,2,0,1,0,0
7050201705031,2013,0,1,0,1,0,1,0,1,1,3,0,1,0,0
7050201705055,2013,0,2,1,2,0,1,0,0,1,0,1,0,1,0
7050201705073,2013,0,0,1,0,0,1,0,1,0,1,0,1,0,0
7050201705091,2013,0,0,0,0,1,0,0,1,0,1,0,1,0,0
7050201705109,2013,0,0,0,0,0,0,1,0,0,0,0,0,1,1
7050201705127,2013,0,1,0,0,0,1,0,1,1,2,0,1,0,0
7050201705145,2013,2,1,0,0,1,0,0,0,0,0,0,1,0,0
7050201705163,2013,0,1,1,0,0,0,0,1,1,0,0,0,1,0
7050302201002,2013,0,1,1,0,0,0,1,0,1,0,0,0,0,1
7050302201016,2013,0,0,2,1,1,0,1,0,1,1,0,1,1,0
7050302201023,2013,1,1,0,0,1,0,0,0,0,0,0,1,0,0
7050302201037,2013,0,2,0,0,0,0,0,0,0,0,0,0,1,0
7050302201044,2013,1,1,0,0,0,1,0,1,0,0,0,0,1,0
7050302201065,2013,0,0,0,0,1,0,0,1,2,0,0,1,0,0
7050302201086,2013,0,0,1,0,0,0,1,0,0,2,1,0,1,0
7050302201107,2013,0,0,1,0,0,1,0,1,1,2,2,0,1,0
7050302201128,2013,0,0,1,1,0,0,0,0,0,0,0,0,0,1
7050302201149,2013,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7050302201170,2013,0,0,0,1,3,0,1,0,0,0,2,0,0,1
7050302201191,2013,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7050500304001,2013,0,1,0,0,0,0,1,0,0,0,0,0,1,0
7050500304013,2013,0,2,0,2,1,1,0,0,0,0,0,0,1,0
7050500304019,2013,1,0,1,2,0,1,0,1,1,2,0,0,1,0
7050500304037,2013,0,0,0,0,1,0,1,0,0,0,2,0,1,0
7050500304055,2013,0,1,0,0,0,1,0,1,1,1,0,0,1,0
7050500304073,2013,0,0,0,1,0,1,0,1,1,2,0,0,1,0
7050500304091,2013,0,0,0,1,0,0,0,1,2,0,0,0,0,1
7050500304105,2013,1,1,0,0,0,0,0,0,1,0,0,1,0,0
7050500304110,2013,0,2,0,0,0,0,1,0,0,0,0,0,0,1
7050500304128,2013,0,0,0,0,0,1,0,1,1,0,1,0,1,0
7050500304146,2013,1,0,0,0,1,0,1,0,2,2,1,1,1,0
7050500304164,2013,0,0,0,0,1,0,0,0,0,0,1,0,0,1
7050601303003,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7050601303009,2013,0,0,0,0,2,0,0,0,0,0,0,0,1,0
7050601303022,2013,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7050601303040,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,1
7050601303061,2013,0,0,0,0,1,1,0,0,1,2,1,1,1,0
7050601303065,2013,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7050601303080,2013,1,0,1,0,1,1,0,0,1,0,0,0,1,0
7050601303098,2013,1,1,1,0,0,1,0,0,0,1,1,2,0,0
7050601303117,2013,0,1,1,1,2,1,0,1,1,1,1,2,1,2
7050601303135,2013,0,2,1,1,0,1,0,0,0,2,1,0,1,0
7050601303153,2013,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7050601303171,2013,0,0,2,1,1,0,1,0,0,0,1,0,1,0
7060201501003,2013,0,1,1,2,0,1,0,1,0,0,0,0,1,0
7060201501015,2013,0,0,1,1,0,1,0,1,1,1,0,0,1,0
7060201501021,2013,0,1,0,0,0,0,0,0,0,1,0,1,1,0
7060201501033,2013,0,1,0,0,0,0,1,0,1,0,0,0,0,1
7060201501039,2013,0,1,0,0,0,0,0,0,0,0,0,2,0,0
7060201501057,2013,0,1,0,0,0,1,0,1,0,1,0,0,1,0
7060201501075,2013,0,0,0,0,0,1,0,1,0,0,0,0,1,0
7060201501093,2013,0,0,0,0,1,1,0,0,2,0,0,0,1,0
7060201501111,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7060201501129,2013,0,1,2,0,0,1,0,0,0,1,0,1,0,0
7060201501147,2013,0,2,0,0,0,0,1,0,0,1,0,0,0,1
7060201501165,2013,1,0,1,0,0,1,0,0,1,0,0,0,1,0
7060300103018,2013,1,0,0,0,0,1,0,0,2,1,1,0,1,0
7060300103044,2013,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7060300103070,2013,0,1,0,2,1,1,0,0,0,2,1,0,1,0
7060300103096,2013,0,0,0,0,0,1,0,0,0,1,0,1,0,0
7060300103122,2013,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7060300103148,2013,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7060300103174,2013,0,0,0,1,1,0,0,0,0,0,1,0,0,0
7060300103226,2013,0,1,1,0,0,1,0,1,1,1,0,1,0,0
7060300103252,2013,0,0,0,2,0,1,0,1,1,1,0,0,1,0
7060300103278,2013,1,0,0,0,1,0,0,1,0,0,0,2,0,0
7060300103304,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7060500601003,2013,0,0,1,1,0,1,0,0,1,1,0,0,1,0
7060500601015,2013,0,0,0,0,0,1,1,1,0,0,0,1,0,0
7060500601021,2013,0,0,1,2,0,2,1,0,0,0,0,0,0,1
7060500601039,2013,0,0,0,0,0,1,0,1,2,1,0,0,1,0
7060500601057,2013,0,0,1,0,1,0,0,1,0,0,0,1,0,1
7060500601075,2013,0,0,1,0,0,1,0,2,0,1,0,0,1,0
7060500601093,2013,0,0,0,0,0,0,0,0,0,2,0,0,1,0
7060500601111,2013,0,0,1,0,1,0,1,0,1,0,0,0,1,0
7060500601129,2013,0,0,1,1,1,0,1,0,0,1,0,0,0,1
7060500601147,2013,0,1,0,1,0,1,0,0,1,2,0,0,1,0
7060500601165,2013,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7060700601003,2013,1,0,0,0,2,0,0,0,0,0,0,4,1,0
7060700601013,2013,1,1,1,0,0,1,0,1,1,1,1,0,1,0
7060700601018,2013,0,0,1,1,0,0,1,0,1,0,0,0,1,0
7060700601028,2013,0,0,2,0,0,1,0,0,1,0,0,1,0,0
7060700601048,2013,0,1,0,1,1,0,0,0,0,0,0,0,1,0
7060700601063,2013,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7060700601078,2013,0,0,0,1,0,1,0,1,1,2,0,0,1,0
7060700601093,2013,1,1,0,0,0,1,0,0,1,1,0,0,1,1
7060700601108,2013,1,1,1,0,0,1,0,1,0,1,1,0,1,0
7060700601123,2013,0,0,1,2,1,1,0,0,1,0,0,0,1,0
7060700601138,2013,0,0,1,0,0,0,1,0,0,1,0,1,0,1
7061000902004,2013,2,0,0,0,0,1,0,0,1,1,0,1,0,0
7061000902016,2013,1,1,0,1,0,1,0,1,1,1,1,1,0,0
7061000902022,2013,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7061000902034,2013,1,0,0,0,1,0,0,0,1,1,0,0,1,0
7061000902040,2013,2,0,0,0,1,0,0,0,1,0,0,1,0,0
7061000902058,2013,2,0,0,0,1,0,0,0,0,0,0,1,0,0
7061000902076,2013,1,1,1,0,0,1,0,0,1,2,0,0,1,0
7061000902094,2013,1,2,0,0,0,1,0,0,0,1,0,0,1,0
7061000902112,2013,1,2,0,0,0,1,0,0,0,0,0,0,1,0
7061000902130,2013,0,0,1,0,0,0,0,0,1,0,1,0,0,1
7061000902148,2013,0,0,0,0,1,0,0,1,1,0,0,1,0,0
7061000902166,2013,0,0,1,0,0,0,0,1,0,1,0,0,1,0
7070100903002,2013,1,1,1,0,0,0,0,0,0,1,0,0,1,0
7070100903010,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7070100903014,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7070100903022,2013,1,0,3,0,0,1,0,1,0,0,0,1,0,1
7070100903026,2013,0,1,0,0,0,1,0,0,0,1,0,0,1,0
7070100903038,2013,0,1,0,0,0,0,0,1,1,0,0,1,0,1
7070100903050,2013,1,0,0,0,0,1,0,1,1,0,0,1,0,0
7070100903062,2013,0,1,1,0,1,1,0,0,2,1,1,0,1,0
7070100903074,2013,0,0,0,0,1,1,0,0,0,0,1,0,0,0
7070100903086,2013,0,0,0,1,2,0,0,0,0,0,1,0,0,0
7070100903098,2013,1,1,2,2,1,1,0,0,0,0,0,0,1,0
7070100903110,2013,1,0,0,0,1,0,1,0,1,1,0,1,0,0
7070202904001,2013,1,1,0,0,1,0,1,0,1,0,0,0,1,1
7070202904022,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7070202904032,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7070202904045,2013,0,0,0,0,0,1,0,0,1,1,0,0,1,0
7070202904066,2013,0,1,1,0,0,1,0,1,1,1,0,0,1,0
7070202904087,2013,2,1,0,0,0,1,0,0,1,3,1,0,1,0
7070202904108,2013,1,1,0,0,1,0,0,0,1,0,0,1,0,0
7070202904129,2013,0,0,1,2,0,0,0,0,2,0,1,0,1,0
7070202904150,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7070202904171,2013,0,2,0,0,1,0,0,1,0,0,0,1,0,0
7070202904192,2013,0,1,0,0,1,0,0,1,2,0,0,1,0,0
7070202904231,2013,1,0,1,0,0,1,0,0,0,0,0,1,0,0
7070302101002,2013,1,1,0,0,1,0,0,0,1,0,0,1,0,0
7070302101010,2013,0,1,1,0,0,1,0,0,1,0,1,0,0,1
7070302101014,2013,0,0,0,2,1,0,1,0,0,0,0,0,1,0
7070302101022,2013,0,0,0,0,1,0,1,1,0,0,0,0,1,0
7070302101026,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7070302101038,2013,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7070302101050,2013,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7070302101062,2013,2,1,1,0,0,1,0,0,0,1,1,0,1,0
7070302101074,2013,1,0,0,1,0,0,1,0,2,1,1,0,1,0
7070302101086,2013,0,0,0,0,0,0,0,0,0,1,1,0,0,1
7070302101098,2013,0,0,0,1,1,0,1,0,0,1,0,0,1,0
7070302101110,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7070600103017,2013,0,0,0,2,1,0,0,0,0,0,1,1,0,0
7070600103032,2013,1,1,0,0,1,0,0,0,0,1,0,1,0,0
7070600103044,2013,0,0,0,0,0,1,0,0,0,0,0,2,0,0
7070600103057,2013,0,0,0,0,0,1,0,1,0,0,0,1,0,0
7070600103082,2013,0,0,1,0,0,0,0,0,1,0,0,0,1,0
7070600103095,2013,0,2,1,1,0,0,1,0,2,2,2,1,2,0
7070600103119,2013,0,0,0,0,3,0,1,0,1,1,0,1,1,0
7070600103133,2013,0,0,0,0,1,0,0,0,0,1,0,0,1,0
7070600103145,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7080100401001,2013,0,0,0,0,1,0,0,1,1,0,0,1,1,0
7080100401022,2013,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7080100401043,2013,1,1,0,0,1,0,0,0,1,1,0,1,0,0
7080100401064,2013,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7080100401085,2013,0,0,1,2,0,0,1,0,1,2,0,0,0,1
7080100401106,2013,0,0,0,1,0,1,0,0,0,1,1,0,1,0
7080100401127,2013,0,1,0,0,1,0,0,1,0,0,0,1,0,0
7080100401148,2013,0,1,2,0,0,1,0,0,0,0,2,0,1,0
7080100401149,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7080100401175,2013,0,0,0,1,0,1,0,0,0,1,0,0,1,0
7080100401196,2013,1,0,1,0,0,0,0,0,0,1,0,0,1,0
7080300206002,2013,0,0,1,0,0,1,0,0,0,0,2,0,1,0
7080300206008,2013,0,1,1,1,0,0,0,0,0,0,0,1,0,0
7080300206028,2013,2,0,0,0,2,0,0,0,0,0,0,3,1,0
7080300206049,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7080300206067,2013,0,0,0,1,1,0,0,1,1,0,1,1,0,0
7080300206085,2013,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7080300206090,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7080300206109,2013,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7080300206127,2013,0,0,0,0,0,1,0,1,0,1,1,0,1,0
7080300206147,2013,0,1,0,0,1,0,0,0,1,1,1,1,0,0
7080300206165,2013,0,0,1,0,0,2,0,2,1,1,0,2,1,1
7080300206183,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7080301501008,2013,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7080301501019,2013,0,0,1,1,0,0,1,0,0,0,0,0,1,0
7080301501034,2013,1,0,2,1,0,0,1,0,0,0,0,2,0,1
7080301501049,2013,0,0,0,0,1,0,0,1,1,0,0,1,0,0
7080301501064,2013,0,0,0,0,1,0,1,0,0,0,0,0,0,1
7080301501079,2013,0,0,0,1,1,0,1,0,0,0,0,0,1,0
7080301501094,2013,0,0,1,0,0,0,1,0,1,0,0,1,0,1
7080301501109,2013,0,0,1,1,1,0,0,1,0,0,0,1,1,0
7080301501124,2013,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7080301501125,2013,0,0,0,0,1,0,0,0,1,0,0,1,0,0
7090200503002,2013,0,0,0,1,0,1,1,0,0,1,1,0,0,1
7090200503012,2013,1,0,0,0,1,0,0,0,2,0,0,1,0,0
7090200503017,2013,0,0,0,1,2,0,0,0,0,0,0,1,0,1
7090200503027,2013,1,2,0,0,1,0,1,1,0,0,0,1,0,0
7090200503032,2013,1,0,1,1,1,1,0,0,0,0,0,2,0,0
7090200503047,2013,0,0,0,2,0,1,0,1,0,0,0,1,0,1
7090200503062,2013,0,0,0,0,0,0,1,0,1,1,1,0,0,1
7090200503077,2013,0,0,0,1,0,1,0,1,2,1,0,0,1,0
7090200503092,2013,0,1,1,1,1,0,0,0,1,1,1,0,1,0
7090200503107,2013,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7090200503122,2013,0,0,0,1,1,0,0,0,0,0,4,0,1,0
7090200503137,2013,0,0,2,1,1,1,0,0,0,1,0,0,1,0
7090500303002,2013,0,0,1,0,1,0,0,0,1,0,1,0,1,0
7090500303012,2013,0,0,0,1,2,0,0,1,0,1,0,1,1,0
7090500303017,2013,0,0,1,0,0,0,1,0,1,0,0,1,1,1
7090500303027,2013,0,0,1,2,0,0,0,0,0,0,0,0,0,1
7090500303032,2013,0,3,1,2,0,1,0,1,0,1,0,0,1,0
7090500303047,2013,0,0,1,0,0,0,0,1,1,0,1,0,1,0
7090500303062,2013,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7090500303077,2013,1,1,2,0,0,1,0,1,1,0,0,1,0,0
7090500303092,2013,1,1,0,0,0,1,0,0,0,0,0,1,0,0
7090500303107,2013,1,0,0,0,1,0,0,1,1,0,0,1,0,0
7090500303122,2013,0,0,0,1,0,0,1,0,0,0,0,0,0,2
7090500303137,2013,1,2,1,0,0,0,0,1,1,0,0,1,0,0
7090600104022,2013,0,0,0,0,0,1,0,1,1,1,0,1,0,0
7090600104033,2013,1,0,1,0,1,0,0,1,1,1,1,4,0,0
7090600104044,2013,0,0,0,1,0,1,0,0,0,0,3,0,1,0
7090600104055,2013,0,0,1,0,0,1,0,0,1,1,0,2,0,0
7090600104066,2013,0,0,1,0,0,0,0,0,0,1,0,1,0,1
7090600104077,2013,0,0,0,0,0,0,1,1,1,0,0,0,0,0
7090600104088,2013,1,0,1,0,1,0,0,0,1,0,0,1,0,0
7090600104099,2013,0,2,1,0,2,1,0,0,0,1,1,0,1,0
7090600104110,2013,0,1,1,0,0,1,0,0,1,1,1,0,1,0
7090600104121,2013,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7090600104132,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7090701501002,2013,0,1,1,0,0,1,0,1,0,0,0,2,0,0
7090701501017,2013,0,0,0,0,0,1,0,0,0,0,0,1,0,1
7090701501032,2013,2,1,0,0,1,0,1,0,0,0,0,0,1,0
7090701501047,2013,0,1,0,2,0,1,0,1,1,2,0,0,1,0
7090701501062,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7090701501077,2013,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7090701501092,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7090701501107,2013,0,0,0,0,1,0,1,0,0,0,0,1,1,0
7090701501122,2013,0,0,0,1,0,0,1,0,0,0,0,0,0,1
7090701501137,2013,1,2,0,1,0,0,0,1,0,0,0,0,1,1
7090701501152,2013,0,1,1,0,1,0,0,1,0,0,0,1,0,0
7090701501157,2013,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7090900601004,2013,1,1,0,0,0,0,0,0,0,0,1,0,1,0
7090900601028,2013,2,1,0,0,1,0,0,0,0,0,0,1,0,0
7090900601052,2013,1,1,0,0,1,0,0,0,0,0,0,1,0,0
7090900601076,2013,0,0,0,0,2,0,0,0,0,1,1,0,0,1
7090900601100,2013,0,0,0,1,0,1,0,1,2,0,0,0,1,0
7090900601124,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7090900601128,2013,0,0,1,0,1,0,0,1,0,1,0,1,0,0
7090900601129,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7090900601150,2013,0,0,0,1,1,0,1,0,0,0,1,1,0,1
7090900601174,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7090900601198,2013,1,0,1,0,0,1,0,1,1,0,2,0,1,0
7090900601222,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7100100403004,2013,0,1,0,0,1,0,0,1,0,0,0,1,0,0
7100100403022,2013,0,1,0,0,1,0,0,1,1,0,0,1,0,0
7100100403031,2013,1,1,2,0,0,0,1,0,1,1,0,0,1,0
7100100403049,2013,0,1,1,0,0,1,0,0,0,0,1,0,1,0
7100100403058,2013,0,0,0,0,0,1,0,0,2,2,1,0,0,0
7100100403085,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7100100403112,2013,1,0,1,0,0,0,1,0,2,0,0,0,1,0
7100100403139,2013,0,1,0,0,0,1,0,0,3,0,0,0,1,0
7100100403166,2013,0,0,0,0,0,0,0,1,1,0,1,1,0,0
7100100403193,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7100100403220,2013,0,1,2,0,0,1,0,1,1,0,0,1,0,0
7100100403247,2013,0,0,0,1,0,0,0,0,0,2,0,0,0,1
7100301001007,2013,0,1,0,1,2,1,0,0,1,2,1,0,1,0
7100301001028,2013,1,0,1,1,0,1,0,0,2,1,0,0,1,0
7100301001049,2013,2,0,2,0,0,1,0,0,1,0,1,1,0,0
7100301001071,2013,0,0,2,0,0,1,0,0,1,1,0,0,1,0
7100301001076,2013,0,0,1,1,1,1,0,0,2,1,1,2,1,0
7100301001092,2013,0,0,0,1,0,0,1,0,0,1,1,0,1,0
7100301001113,2013,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7100301001148,2013,0,2,0,0,0,1,0,1,0,0,0,1,0,0
7100301001155,2013,0,2,0,0,0,0,0,0,0,1,2,2,1,0
7100301001190,2013,0,1,1,0,0,1,0,1,0,1,1,0,1,0
7100301001239,2013,1,0,0,0,0,1,0,0,0,0,1,1,0,0
7100602401006,2013,3,0,0,0,1,0,0,0,0,0,0,1,0,0
7100602401024,2013,0,1,0,0,0,1,0,1,1,0,0,1,0,0
7100602401042,2013,0,0,0,2,0,0,1,0,0,1,0,0,0,0
7100602401060,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7100602401065,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7100602401082,2013,2,2,1,2,0,1,0,0,0,1,0,0,1,0
7100602401100,2013,0,0,1,0,0,1,1,0,0,2,0,0,1,0
7100602401118,2013,0,1,1,1,0,1,0,0,0,1,0,0,1,0
7100602401136,2013,0,0,0,1,0,1,0,0,0,3,1,0,1,0
7100602401154,2013,0,0,0,2,0,1,0,0,1,2,0,0,1,0
7100602401172,2013,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7100800105013,2013,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7100800105028,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7100800105058,2013,0,0,0,0,1,0,0,0,2,0,0,1,0,0
7100800105073,2013,1,1,1,0,0,1,1,1,0,0,0,1,0,1
7100800105088,2013,1,0,0,0,0,1,0,1,2,1,0,1,0,1
7100800105103,2013,0,0,0,1,0,0,0,0,0,1,0,0,0,1
7100800105118,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7100800105133,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7100800105148,2013,0,1,1,0,0,0,1,0,0,1,0,0,0,1
7100800105163,2013,1,1,0,0,0,1,0,0,0,1,0,1,0,0
7100800105178,2013,0,1,1,0,1,0,1,0,0,0,2,0,1,0
